section_id,goods_train_flag,krank_special_flag,train_length_m,train_type,priority_class,goods_corridor_active,historical_goods_throughput,line_type,signaling_system,block_section_line,weather_severity,flat_tyre_incidents_last_hr,maintenance_block_active,headway_ahead_min,current_delay_prev_min,section_speed_profile,congestion_next_block,time_of_day_hour,protocol_id,delay_next_min,recommended_action
S5748,0,0,409.2154864299333,goods,1,1,6.111801253841868,single,AT,Down,4,0,0,5.731775926215942,1.710699669392923,78.07137756246777,1,8.640453289482826,S.R.8.03,3.9322114193574067,NORMAL
S5749,1,0,789.064457722993,goods,3,1,4.924138048519216,double,AWS,Loop,1,0,1,13.468138249606454,3.0002836380362043,115.37867170320166,4,1.4642790637761207,M8,40.598229089328285,NORMAL
S5750,1,1,722.0006723912566,passenger,1,0,9.451265948434493,single,AWS,Down,2,0,0,14.151113589093148,0.08711232507212982,81.48748437280426,2,3.7604884179033418,PR106,2.9113401083980346,NORMAL
S5751,0,0,526.0282496119116,passenger,4,0,5.120427250736757,single,ABS,Loop,2,0,0,14.683755085993699,0.5501103483920734,81.19761732222587,1,16.46014341263208,QREE,2.1353502116072116,NORMAL
S5752,1,0,825.8771627435449,express,3,1,9.84484147751195,double,ABS,Loop,1,0,0,16.15876819800384,0.9787690027766891,119.49740561748405,2,22.620017426678938,PR116,26.86209015360808,NORMAL
S5753,0,0,715.4291347850439,goods,3,1,2.555831894423732,double,AT,Main,0,0,0,10.179000330202832,1.961516708571319,66.29892925740965,2,2.8055171691985503,PR110,4.511935100922461,NORMAL
S5754,0,0,689.7917626999349,passenger,5,0,7.385166505644037,single,AT,Up,0,1,0,10.023742043078439,5.153232252613628,72.73903765608412,4,8.958408149036485,S.R.21.01,10.081137914604042,NORMAL
S5755,1,0,802.4923654223892,goods,3,0,3.6430331639232527,double,ABS,Up,1,1,0,13.867008622744175,0.5014686275237157,105.23091492009922,2,8.273226641683884,G&R.69,13.676235159426415,NORMAL
S5756,1,0,795.200155549076,goods,1,0,8.33798334838796,single,ABS,Loop,1,0,0,10.836311946729621,3.813874424502062,108.24318636762884,3,3.042386668049553,PR102,0.27379284964596606,SPEED_70kmph
S5757,1,0,567.0619003042083,goods,5,0,4.713477459753383,multiple,ABS,Loop,4,0,0,12.629127085704555,1.2605060947550193,101.01884571316879,0,23.28279190068162,PR113,0.8449913552817012,NORMAL
S5758,1,0,637.1872192814719,goods,3,1,6.469163224370462,single,AT,Main,1,0,0,12.210988419691454,2.566682136352543,86.87264549967911,3,18.273980791895383,G&R.58,5.5206747079731135,NORMAL
S5759,1,0,718.924972192028,goods,3,0,7.691775776441369,single,AWS,Down,1,0,0,15.638310984064823,1.8934249297218226,82.13285087386403,1,8.806615206287294,G&R.69,6.297299136992807,NORMAL
S5760,0,0,470.9659334514986,passenger,4,1,11.049654175871616,single,ABS,Loop,1,0,0,10.237668946330798,5.594068373065658,108.23326977008887,1,22.752617408869135,S.R.6.01,5.081270498109007,ROUTE_LOOP
S5761,0,1,519.364369141305,goods,5,1,12.603020131304929,double,AT,Loop,1,0,0,16.61959677678619,2.3026933618852885,86.15480865873919,4,0.1113856709056007,S.R.16.01,0.16918956453429776,NORMAL
S5762,0,0,743.0897417580139,goods,5,0,6.544348276775102,double,ABS,Down,2,0,0,15.654634622882002,1.3727146460138635,108.1873248499478,4,23.73810062417104,PR112,4.903000644447444,NORMAL
S5763,1,1,644.657153405991,express,5,0,10.088808874316014,double,AT,Down,2,1,0,14.43357434382867,0.775279197693273,112.77193766497666,1,23.50163004478753,S.R.6.01,30.07183417406083,ROUTE_LOOP
S5764,0,0,728.8099327241049,express,4,0,4.677958104708988,double,ABS,Up,2,0,1,10.627609941367819,1.416353228962779,93.9370672296153,3,1.6315961377199164,W2,2.0274758016611063,NORMAL
S5765,0,0,632.4772481798743,express,1,0,6.896527991401599,multiple,ABS,Up,1,1,0,15.274556959324766,10.16582733568376,86.58757685220215,0,5.546695440535054,PR105,7.715636963946508,NORMAL
S5766,1,0,500.0325404216817,goods,1,0,8.42357885834344,double,AT,Down,1,0,1,16.109274457380923,0.9076985983999291,81.04134655995995,1,12.904916110388019,PR100,8.990904090350197,WAIT_120s
S5767,1,0,542.1629461130756,passenger,1,0,2.8888096102260157,double,AWS,Down,3,0,1,9.664688712019593,9.697106380545353,116.00200571015958,1,16.266919494005467,PR113,34.29465427213785,NORMAL
S5768,1,0,472.168357362757,express,1,1,10.567150571240397,single,AWS,Loop,2,0,0,14.482506765823556,0.9939991910853528,85.58450072985978,1,13.963711315096848,PR111,1.808718604257999,NORMAL
S5769,0,0,486.37816615345616,express,3,0,6.272459856781824,double,AT,Up,1,1,0,9.800313169843687,1.9557237302377293,79.20993868865979,2,8.504753096009527,S.R.16.02,41.88112127727272,NORMAL
S5770,1,0,674.4612278302144,goods,4,1,6.931583815198368,single,ABS,Up,1,0,0,12.438960463798953,0.38766236181859504,95.3460833220348,4,8.198420626440383,S.R.17.01,4.5932571996463185,NORMAL
S5771,0,0,636.1807376740231,passenger,5,0,9.169127055759757,single,AT,Main,2,0,0,4.989419153019039,3.104630034269398,101.61022432455944,1,13.562293600766829,S.R.10.01,2.4241139963022214,NORMAL
S5772,1,0,532.6765487746161,passenger,4,1,9.928715842363697,single,ABS,Loop,1,0,0,17.240177084252167,8.394589311160873,81.59781284734316,0,19.81631320315397,M2,19.93710008065231,NORMAL
S5773,0,0,637.7711871728577,goods,3,1,7.250572581317797,multiple,ABS,Main,1,0,0,13.913932792173913,2.732085608533197,88.8621698559492,3,1.3465927408379814,G&R.52,2.8404994368923546,NORMAL
S5774,1,0,674.6482062717914,express,3,1,8.125897218930186,multiple,AT,Up,1,0,0,18.254031441874837,1.5017609491494184,94.20344574799577,3,10.739483881424075,PR100,0.6896035844008502,WAIT_120s
S5775,1,0,479.08737480367984,goods,1,1,9.522786149960897,single,ABS,Up,3,0,0,9.680206342508786,0.08766042045201272,99.2900611465387,2,22.25862974054226,S.R.15.01,56.538123087989646,NORMAL
S5776,1,0,673.877022857981,express,3,0,8.25917649058273,single,AT,Loop,2,1,1,13.211678788262926,1.462607320288478,96.37271505403645,3,1.8232186686861027,S.R.9.03,2.7519094668118953,NORMAL
S5777,1,0,715.5638330308168,express,5,1,4.020910134506769,single,ABS,Main,1,1,1,8.671381556742777,2.1339535588366827,80.59661252209075,2,23.516580551504696,S.R.6.02,30.775249597774618,NORMAL
S5778,0,0,728.5772226911897,goods,3,0,7.851819137967463,multiple,ABS,Main,3,0,0,9.060442077146774,0.39347271236707015,87.20646369668725,6,9.668702221520757,G&R.71,36.214194531961674,NORMAL
S5779,1,0,663.1621934745181,goods,1,0,10.132647209600965,single,ABS,Up,0,1,0,12.943099529047046,0.7590817014879189,117.37933644130001,3,6.344859571068491,G&R.61,0.012735449177834039,NORMAL
S5780,1,0,540.6862113317427,goods,3,0,9.336264738538777,double,ABS,Up,0,0,0,11.376567090145041,0.12783177631324535,85.73263747925822,0,3.9422907578892135,S.R.19.01,4.996212665468025,NORMAL
S5781,1,0,693.9521794107702,passenger,3,0,7.261215337713005,double,ABS,Loop,1,0,0,9.900009745062508,1.648449783940635,93.40457338687436,6,13.312977949189394,PR101,7.540690675859098,SPEED_90kmph
S5782,1,0,624.4427949596657,goods,4,0,8.9981518000041,double,ABS,Down,1,1,0,16.394398206214994,1.537286476791449,92.2706927073488,2,3.17285002079534,S.R.17.01,0.018662601860004915,NORMAL
S5783,1,1,739.6807021323083,passenger,1,0,8.269834870144065,single,ABS,Main,4,0,0,19.0259108450287,1.624268722314337,80.77853328225015,1,15.105847259488666,G&R.72,29.297943424066663,NORMAL
S5784,1,0,777.4244223176925,goods,5,0,3.7278697211542653,single,AWS,Main,0,0,0,7.329748519169217,2.262618936958238,85.596189581244,2,14.172627574283513,PR118,4.923141400464573,NORMAL
S5785,0,0,655.6844154489427,express,5,0,7.143698735461585,multiple,ABS,Down,4,0,1,10.757510243415101,5.002233667620324,95.63095636421416,2,0.8874842629299664,PR113,5.308264097555795,NORMAL
S5786,1,0,687.2946397192429,express,4,1,8.79189340173609,double,AT,Down,5,0,1,4.697136600647499,1.95876652171019,104.2081477835871,1,6.147567010254222,S.R.7.01,1.8574531557429752,NORMAL
S5787,0,0,725.0896753484951,goods,3,1,9.554490261497788,multiple,AT,Loop,0,0,0,11.43264591058322,3.20764111897198,96.0883972757904,0,13.678913435823056,S.R.10.02,0.8639567244183586,NORMAL
S5788,0,0,447.5951895204107,passenger,3,1,7.283483261897077,single,AWS,Main,3,0,0,9.681094412226367,0.22261318432838614,89.48858294211261,4,22.260316598794212,S.R.16.01,27.79883695811622,NORMAL
S5789,1,0,675.6920461728315,passenger,3,1,8.375802026790385,multiple,AT,Down,0,0,0,14.158580262721788,2.913939856515007,88.78028735811009,1,2.284049563329426,PR117,4.155283994200435,NORMAL
S5790,1,0,519.8139228758603,express,1,1,5.135317066455757,multiple,ABS,Loop,0,0,0,10.938904706883466,1.6464112517387117,79.89176096864175,2,20.48363208063238,PR109,7.20044457071018,NORMAL
S5791,1,0,408.6271865482289,goods,4,1,9.36243932822515,double,ABS,Up,2,0,0,13.145237927234277,1.3399572049350752,109.34390917850581,1,4.1937573745702545,PR105,6.915635814778227,NORMAL
S5792,0,0,801.4572634518472,express,3,1,10.488873065768907,single,ABS,Up,1,0,0,8.816310772081058,3.196972867645801,110.20569384651114,1,3.499758855416526,G&R.50,1.9001608272361488,NORMAL
S5793,0,1,682.4956651322509,goods,1,0,9.141306147096257,multiple,AT,Down,3,0,0,10.990498021480612,3.1784099316821606,94.04710157929588,4,9.413036580230326,G&R.52,1.580950993920155,NORMAL
S5794,1,0,632.1113276646292,passenger,3,0,8.981588709096505,single,ABS,Main,2,0,0,10.138054193110989,14.122181797476204,106.45153591240327,3,16.036922091255807,G&R.50,1.3028752995623016,NORMAL
S5795,0,0,694.6130484674653,passenger,3,0,9.33311234640079,double,ABS,Main,0,0,0,9.008280755036395,3.1713365491924757,82.30558015908781,1,15.261130643540596,PR117,7.25560841553296,NORMAL
S5796,1,0,491.9490339189352,express,3,1,10.846986788906387,double,ABS,Main,3,0,0,14.691690840949592,1.1629016975348208,108.91550743144067,1,12.527351622322431,S.R.6.01,13.49281333287587,ROUTE_LOOP
S5797,0,0,642.3046398263416,passenger,5,0,11.089562508341935,multiple,ABS,Main,2,1,0,9.40956802928792,2.556952633868857,109.94816331524444,1,7.2628389760339385,RE1,11.952769397567339,NORMAL
S5798,0,0,643.6356658091157,passenger,1,1,6.530294389528972,double,ABS,Main,1,0,0,11.496741836455586,2.7378764190347065,103.40688617024315,2,4.36340753098373,S.R.9.01,3.6060968922965406,NORMAL
S5799,1,0,457.23063551993033,goods,3,0,8.813975997784157,double,ABS,Up,2,0,0,17.045949404895737,0.9387137160531894,95.8664889936469,1,18.157520897157994,S.R.10.02,5.752555038569591,NORMAL
S5800,1,0,691.440320930804,goods,3,0,7.050318095639428,multiple,ABS,Down,2,0,0,14.13947068329737,3.505460456750838,108.52191161259452,3,19.309516285871567,S.R.10.01,21.798228973645266,NORMAL
S5801,1,1,707.5452959633832,goods,3,0,10.055565867281697,double,ABS,Loop,2,0,0,4.645869217814062,0.032558562190575666,84.31784995583922,3,4.3229806072839105,S.R.8.02,1.3023900143681224,NORMAL
S5802,1,0,676.0693366083564,express,1,0,7.970397737487977,single,AT,Main,2,1,0,10.18390010005776,0.9971764970030519,85.60746188263708,1,8.668546706133425,PR118,6.507148877179673,NORMAL
S5803,0,0,742.568149241128,passenger,4,0,8.844098737585998,double,ABS,Loop,1,1,0,9.169270907035877,9.927378569226107,100.06724227488856,0,0.5791397891598491,PR112,14.505289714419998,NORMAL
S5804,1,0,704.2759487178332,goods,1,0,6.905925526096117,double,ABS,Down,1,0,0,9.219737098903657,2.414499809910852,91.18741223733569,1,17.752535824098306,S.R.6.03,11.98331565016392,NORMAL
S5805,1,0,637.9456324895455,passenger,1,0,9.630467351325928,multiple,ABS,Loop,0,0,0,20.98884322012342,0.33680622387369696,98.56725361382212,1,13.917805376937299,S.R.8.02,2.5187130508961832,NORMAL
S5806,1,0,423.17391590462785,goods,5,0,8.410292897637637,single,AT,Loop,2,0,0,13.702476787860638,1.8470089925426965,96.13600331690054,0,18.792703404486808,S.R.9.03,43.62679359957614,NORMAL
S5807,0,1,668.9327874111443,express,1,1,8.762004318793993,single,ABS,Loop,1,0,0,8.730858693172653,1.9532012538072547,92.59077400581785,2,2.8153048156675657,G&R.58,4.800659799352487,NORMAL
S5808,1,0,442.9060470180894,express,3,0,8.273737607063948,multiple,AWS,Loop,1,0,0,16.81670192830195,1.3592812953770066,88.3403877245026,2,9.526594663806694,PR115,2.336913631117422,NORMAL
S5809,1,0,713.2236593172116,goods,3,0,9.057239486241011,multiple,ABS,Loop,2,0,1,10.533978571479151,3.4317503869051253,60.80521898541568,2,4.327766257077215,PR108,5.768961869735593,NORMAL
S5810,1,0,515.1415720960067,goods,1,1,8.880696723872155,single,ABS,Loop,3,0,1,13.138101411479306,1.0215840570664283,85.54973152650949,2,18.448804905047908,S.R.23.01,5.187122062490471,NORMAL
S5811,0,0,517.3610368216036,goods,4,1,9.504913750887921,single,AT,Up,2,0,0,12.693382821068184,3.5425167374827122,88.96725758586979,4,2.0885697302398967,G&R.60,6.414446406302761,KRANK_PRIORITY
S5812,0,0,698.1980128286777,passenger,1,0,9.29199530781722,multiple,AT,Loop,2,1,0,10.77532619007846,15.300843575617842,93.28463979566628,4,22.593019044899904,PR112,4.484204785966346,NORMAL
S5813,1,0,719.928961324599,express,3,1,7.546475868631971,single,AT,Up,2,0,0,12.251886747770312,2.1473689563579317,87.72614993408924,2,7.708852944125325,S.R.10.02,7.270450433138719,NORMAL
S5814,1,0,758.1251373745941,express,1,0,7.020927904459002,single,ABS,Main,1,1,0,10.849983495889045,8.95888332207295,88.5407965870408,1,2.369464483913789,W2,21.521814495978422,NORMAL
S5815,1,0,664.4492267846715,goods,1,1,8.35701248794624,double,ABS,Main,2,0,1,9.804756583125686,11.417566271975886,88.40308836906993,1,19.439125663063,PR115,2.881239872314818,NORMAL
S5816,1,0,737.3824660972604,goods,4,1,5.923306870999507,single,ABS,Up,4,0,0,12.26407366014173,7.0011998488290805,91.79598519641809,3,12.018120598745845,S.R.24.01,8.713304621288962,NORMAL
S5817,1,0,720.792020011152,goods,3,0,10.598832696815961,single,ABS,Up,0,0,0,17.553094625590575,11.463215135936577,85.42751927027243,4,19.5767924358327,PR117,15.131300652743057,NORMAL
S5818,0,0,694.8182245073057,goods,1,0,11.821402329122328,single,ABS,Up,2,1,0,14.564648037022948,5.7154688852771764,78.75573129493972,0,22.01824872730925,S.R.9.01,5.100356885614491,NORMAL
S5819,1,0,570.6462630044691,goods,4,1,7.4536482256147325,single,ABS,Loop,3,0,1,12.25586902876805,1.506008877271727,86.00997480635111,1,9.848033042326762,PR102,6.832805414826153,SPEED_70kmph
S5820,0,0,756.7854684488474,passenger,5,0,9.901253387330122,single,ABS,Loop,3,0,0,17.293133039686907,0.1406242570160893,100.30624815777875,1,15.368157333934935,ABS1,4.422308559545048,NORMAL
S5821,1,0,504.57242787269496,express,4,0,6.705838950581693,double,AT,Loop,1,0,0,5.036255374528181,15.078143257101559,93.84802606341752,4,18.09318814791406,PR119,9.862834080548291,NORMAL
S5822,0,0,656.0969129525828,express,1,0,5.021827612436856,single,ABS,Up,3,0,0,10.587072491872503,13.619200514708153,107.07037952679808,2,14.418512344154161,PR114,15.712747416678317,NORMAL
S5823,0,0,588.2264791375062,express,4,1,5.35459343931008,single,AT,Main,3,0,0,11.742547564135998,5.002887023868081,89.83449552798007,5,12.180583029848343,PR114,13.847190386032233,NORMAL
S5824,1,0,491.68829122490024,express,1,0,6.590876064913044,single,AT,Main,1,0,0,10.490097862788724,14.34394856627611,112.21541830270021,3,20.33794368247945,S.R.20.01,47.28154752693535,NORMAL
S5825,1,0,817.6711497840246,passenger,5,1,5.547670971030467,single,AT,Up,3,0,0,13.478271958829469,4.414020476002009,99.36739208400351,2,6.27895309214059,S.R.10.02,1.1195869140082397,NORMAL
S5826,1,0,651.9867601749002,passenger,1,1,10.49407313037284,double,ABS,Main,2,0,0,4.354079403824732,1.9436808283075802,96.92390047151336,1,7.455761711100214,PR110,11.843729176579084,NORMAL
S5827,1,0,591.9756730920161,express,5,1,8.8600660971044,multiple,AT,Up,2,0,0,15.174873837385423,1.1064600918397511,81.66200237041598,3,21.870521477106447,G&R.55,2.410938442381647,NORMAL
S5828,1,0,580.4492906131021,goods,3,0,8.695789705184012,multiple,AT,Down,1,0,0,14.345474722920095,1.506429483647225,89.45762489719479,1,13.442041560832472,S.R.21.01,29.341032843298443,NORMAL
S5829,1,0,654.1001270061633,express,5,1,9.953924833631744,double,ABS,Down,0,0,0,12.013009231934276,2.9315892688036023,102.83576868725625,1,11.535839879222012,G&R.72,16.03976776047635,NORMAL
S5830,0,0,735.6025292910396,goods,3,0,8.582067271304494,multiple,ABS,Down,0,0,0,13.648369915360943,1.721343379786604,97.66495915968437,2,22.74842045183834,PR100,0.19505178769686857,WAIT_120s
S5831,1,0,474.8217152027343,goods,1,1,7.003250858488112,multiple,AWS,Loop,0,0,0,8.593967699202565,1.7453089444777932,87.35896646591172,3,15.585168652190937,M5,14.942699191926572,NORMAL
S5832,0,0,557.353011188045,passenger,1,0,5.344132316364096,double,ABS,Up,5,0,0,8.639809984922449,5.3230284852022045,96.59428874925005,2,13.775377155966073,S.R.9.03,6.849056500077369,NORMAL
S5833,1,0,608.4460713560102,express,4,0,3.0727013604609352,multiple,ABS,Down,1,0,0,13.547486211946861,2.5985695117205805,96.13043957003768,0,16.334579503396267,G&R.70,12.842415551564017,NORMAL
S5834,0,0,661.5867803234744,goods,1,0,4.449417022421788,single,ABS,Up,2,0,0,12.676980874519915,4.439792452006555,94.987355974878,1,18.770451083734788,G&R.66,3.4838751965965917,NORMAL
S5835,1,0,684.5314767563628,goods,5,1,8.940994821170047,double,ABS,Loop,2,0,0,11.832532653521934,0.9730794570627783,89.82635491055173,3,16.080765864032728,G&R.61,1.6119909741804153,NORMAL
S5836,0,0,384.44520146697676,goods,3,1,8.94862166302301,double,AT,Main,3,0,0,18.9496599251098,3.662248064321619,102.92406748213409,4,2.4271739290688705,PR105,4.6552577405264195,NORMAL
S5837,1,0,715.9394953868025,passenger,1,0,4.932926625075854,double,ABS,Down,4,0,0,23.59124389609498,4.259805399103296,88.90916939538207,1,5.868048224706576,S.R.11.02,3.338876609687932,NORMAL
S5838,1,0,793.0274223759031,goods,4,0,8.266196281472212,single,AT,Up,1,1,0,15.308606500577822,1.702156380881876,87.55847547238231,1,2.909750614263759,G&R.55,17.267447363741248,NORMAL
S5839,1,0,690.777873833437,express,1,1,7.9069947185437215,single,ABS,Down,5,0,1,18.579028140462597,7.0568854540634,93.36506572124725,2,4.793583314034111,S.R.6.03,5.149306470490785,NORMAL
S5840,1,0,631.1331046796049,passenger,1,0,8.504096897726855,double,ABS,Loop,5,0,0,16.21099127964265,5.065459445660285,114.78775301478622,1,19.05412155054207,G&R.55,4.372600950841439,NORMAL
S5841,1,0,566.0398235010824,goods,1,0,4.277840269881379,multiple,AT,Loop,1,0,0,14.877861241516914,3.2004751404866116,103.60850753855843,3,13.723958704758854,PR118,7.455886201435452,NORMAL
S5842,1,0,389.0097880530326,passenger,4,1,6.794387556971916,double,ABS,Down,4,1,1,11.561874692439458,0.29102187223416026,70.28344795164344,4,12.3848520000222,M4,18.30579742889416,NORMAL
S5843,1,0,625.5236695234386,goods,1,1,5.6998290313923645,multiple,ABS,Loop,0,1,0,13.820600233421912,18.315869179462123,93.23920558543762,3,19.91939942405764,M6,30.82647833918898,NORMAL
S5844,0,0,558.7718785554761,goods,5,0,7.112118864142007,double,AT,Up,0,0,0,18.010497161249866,0.9618648956898843,106.49631483902417,4,11.604900133921747,PR106,6.539742893241294,NORMAL
S5845,1,0,702.3481168225022,goods,1,0,13.366545325358338,single,AT,Down,3,1,0,13.30142288704192,0.9193068460653739,76.21351337786659,4,8.995979522365154,PR104,8.389317167423433,NORMAL
S5846,1,0,792.2638815232199,passenger,4,1,6.926738890701282,multiple,ABS,Loop,0,0,0,13.651754593884487,1.941478869899336,73.34037736903659,2,5.168729612179629,S.R.7.01,1.461845545573715,NORMAL
S5847,0,0,691.036907165005,goods,4,0,9.99811929641586,double,ABS,Down,0,0,1,11.073037667469418,2.0490708934974666,58.676912556222774,4,6.81457639168706,G&R.57,32.768367129728816,NORMAL
S5848,1,0,709.16947219509,passenger,4,0,7.481692612619627,single,AWS,Up,1,0,0,14.939668532772329,8.992221957430036,100.98570277165219,0,13.720292982899785,S.R.23.01,1.2982320071516449,NORMAL
S5849,1,0,625.8550708783392,goods,1,0,8.115317255038663,multiple,AT,Down,1,0,1,18.341249254168893,0.130908529132453,95.04363970520404,0,8.021196181920194,PR117,14.106526067452638,NORMAL
S5850,1,0,518.6161787267266,passenger,3,0,6.294235258802388,double,ABS,Up,0,0,0,4.466051101597172,3.08839965444789,101.17704725869544,5,10.871187904518134,PR111,9.080134211745772,NORMAL
S5851,0,1,755.5850838548582,passenger,3,1,10.069112994355656,double,ABS,Up,4,0,0,9.400845789430358,5.768630514001881,89.02780989773854,3,14.779771628483381,ABS2,1.7730842168549006,NORMAL
S5852,0,0,765.488809530973,goods,4,0,6.29135822642448,double,AT,Loop,2,1,0,18.672830063027778,0.5036056699564841,95.03014653701258,3,12.726911250293929,PR111,42.51137800612592,NORMAL
S5853,0,1,650.1927040679612,goods,4,0,9.737995441968243,single,ABS,Up,1,0,0,4.954952290663747,1.0454102807422454,83.85276066157293,1,3.087655385978703,ABS1,1.0932026919125664,NORMAL
S5854,1,0,529.9546850820909,goods,3,0,7.556482718123355,double,ABS,Up,2,0,0,9.494399892280715,2.891110466566191,103.87691248073429,3,13.56452354084693,G&R.61,2.941250687202612,NORMAL
S5855,0,0,777.0649577373168,goods,5,1,6.867596380696985,double,AT,Up,1,0,1,6.911776663911871,6.782021289196759,80.80631899481673,2,14.669315528708996,EI1,17.8877329690762,NORMAL
S5856,1,0,764.1150992775534,goods,3,0,8.69665495386294,double,ABS,Down,0,0,0,10.621609470574763,5.209768507608345,84.36065440447614,3,7.601803143211769,PR108,14.262658482563843,NORMAL
S5857,1,0,666.243476083697,goods,1,0,7.854417271571098,multiple,ABS,Up,1,1,0,11.74457564694077,3.342183294192036,112.54660866933213,1,2.1115747617321157,G&R.62,4.989008021447605,NORMAL
S5858,1,0,755.1614432141888,express,3,1,9.091060627800875,single,ABS,Down,4,0,1,9.745474505263171,5.129494258530963,109.42409577126793,2,19.13956919648218,S.R.8.02,0.4414632818015493,NORMAL
S5859,1,0,528.0848733530551,goods,3,0,10.765210448100717,multiple,AT,Main,1,0,0,15.41537867017216,13.328796199412313,103.6923109638168,1,10.411665419830003,G&R.71,18.095737564525336,NORMAL
S5860,1,0,691.2783592177364,passenger,1,0,3.8695679704889967,single,ABS,Main,0,0,0,14.818440553613767,10.775862279423539,92.56041011640171,2,20.08021310841565,G&R.51,16.200705090006927,NORMAL
S5861,1,0,553.046757140914,goods,5,1,8.567974106362591,single,AT,Loop,2,0,0,4.975295435291704,0.001642974163264302,77.29827303594152,2,19.9627395265643,S.R.9.02,5.452077196227759,NORMAL
S5862,1,1,766.6520908333014,express,1,0,10.186724910385,single,ABS,Up,1,0,0,7.089598866627309,0.7842007605087332,91.71739205203635,3,22.949562554853994,S.R.10.01,18.465806643989026,NORMAL
S5863,1,1,543.522409933784,goods,1,0,5.6417341121512266,single,ABS,Up,2,1,0,15.062608750264612,3.80394657570258,89.95279683222256,1,10.183847669916961,G&R.63,5.941498757673878,NORMAL
S5864,0,1,804.1090005344415,goods,1,0,3.64434480296294,double,AWS,Down,0,0,0,14.018770724329928,4.698136480098179,82.4696285604626,2,17.498641539059562,PR108,12.362811731825715,NORMAL
S5865,1,0,474.2421200962121,passenger,4,0,2.91268333587338,multiple,ABS,Loop,2,0,0,14.6389019118625,1.1714463360436682,90.52213723765125,2,21.679590687035674,PR111,37.85738742249906,NORMAL
S5866,0,0,483.40902509310683,express,1,0,7.8268956739424915,single,AWS,Up,0,1,0,17.496430895940673,3.4496097773511702,93.96479058092861,1,12.93324486529745,S.R.8.02,6.725768254361914,NORMAL
S5867,1,0,791.7720621921014,passenger,3,0,11.57150634465538,double,AT,Loop,2,0,0,13.289010710967027,2.057106506362952,93.43086911454824,0,0.9906057581747572,PR112,14.536962096321558,NORMAL
S5868,0,0,582.7415456249975,passenger,3,0,8.019028847101156,single,ABS,Loop,2,0,0,6.394261784997145,0.8190507962865539,92.56631171744722,2,9.068485827530417,S.R.9.01,0.7716207963324128,NORMAL
S5869,1,0,408.64205788257004,goods,5,0,9.299968841968672,single,ABS,Down,2,0,0,13.054382617475675,1.9309269931110278,88.6002143344698,3,12.7855094267648,PR114,2.463497892172591,NORMAL
S5870,1,0,569.2105560574014,express,1,0,6.28973169535656,double,AT,Main,0,0,0,14.794004458005952,3.4596932816599275,70.70027657564947,3,18.172196019450222,PR103,13.495714530769368,SPEED_60kmph
S5871,1,0,650.8061225192525,passenger,3,0,3.996892046889893,double,ABS,Up,5,0,0,7.471016635586088,6.180343224788843,84.46094360293681,1,7.81856543008551,PR103,12.121176700071137,SPEED_60kmph
S5872,1,0,522.5922801351644,express,3,1,5.984353991339159,single,AT,Up,1,0,0,9.242283492976421,0.6307811602801641,102.16529995726206,2,20.3187492996979,PR113,26.734779172835577,NORMAL
S5873,0,0,615.8038969493005,express,3,1,5.590614226859021,single,AT,Loop,4,1,1,12.576596899903842,9.538819045285456,90.58085103401766,1,14.159335294755827,G&R.63,1.7011877009310568,NORMAL
S5874,1,0,766.6675280604554,goods,1,1,9.488044296596113,single,AT,Main,0,0,0,10.361938592539133,8.272425800904564,90.72022218967105,3,14.356750093667678,G&R.70,3.6576913329043315,NORMAL
S5875,1,0,749.9362573401015,goods,3,1,7.533383517363693,single,ABS,Loop,0,0,0,10.107771612877563,1.0807267282078947,83.62383934916267,3,19.105712644828635,PR113,5.714847886428085,NORMAL
S5876,0,0,736.535907790136,express,3,1,7.890523406723891,multiple,ABS,Main,4,0,0,10.667506657522352,0.4775803280526632,83.65538121925088,5,21.20588880664372,PR103,13.106186705413116,SPEED_60kmph
S5877,1,0,634.567231565356,express,3,0,10.0356677500815,multiple,AT,Down,1,0,0,11.077551424180887,7.423054752308193,85.56439179324215,2,0.6809396253219919,PR102,16.66242848983039,SPEED_70kmph
S5878,1,0,623.2246931280546,express,3,0,4.18533437289171,double,ABS,Loop,0,0,0,13.826157480908954,5.3380547100745765,107.60099324522808,4,18.278125944083442,CA1,4.300537608149782,NORMAL
S5879,1,0,551.2975723626729,express,5,1,7.947259401389335,single,ABS,Up,2,1,0,10.219551142477767,1.0731802058091906,91.55699508951538,8,8.911940701523838,PR106,31.088241100399134,NORMAL
S5880,1,0,725.8500451565379,goods,1,0,7.198055232916176,multiple,ABS,Down,0,0,0,9.550107460643286,0.11717852051391406,100.84731791907036,4,12.498093146768108,QREE,56.634224244339144,NORMAL
S5881,1,0,820.2477647591044,passenger,4,0,8.128123485367317,single,AT,Loop,2,1,0,9.3523369992473,3.189819183364092,102.41818779242692,1,17.67761816314914,S.R.10.01,4.160849517579768,NORMAL
S5882,1,0,784.1836826792578,goods,3,0,13.102029588501885,single,ABS,Down,3,0,0,10.56297183511064,1.5683356858955029,91.03353135960198,1,14.219269048458958,PR112,5.130848856370903,NORMAL
S5883,0,0,677.3015172012691,express,3,0,8.101622045416299,multiple,ABS,Loop,0,0,0,11.832684249316058,7.291706533905712,82.62693562966261,0,8.728454134152646,G&R.68,4.256337461162859,NORMAL
