section_id,line_type,is_electrified,block_length_km,loop_length_m,gradient_permille,curvature_class,max_speed_kmph,perm_speed_restr_kmph,signal_type,headway_min,section_capacity_tph,section_utilization,maint_block_active,maint_start_time,maint_end_time,train_id,train_type,priority_class,train_length_m,axle_load_tonnes,traction_type,accel_category,braking_category,origin_station,dest_station,stopping_pattern,sch_arrival_time,sch_departure_time,actual_arrival_time,actual_departure_time,delay_prev_checkpoint_min,dwell_scheduled_min,dwell_actual_min,buffer_time_min,time_of_day_hour,day_of_week,is_holiday,is_peak_hour,direction,overtake_planned,conflicts_next_15min,headway_ahead_min,headway_behind_min,crossings_junction,congestion_index,incident_flag,incident_type,weather_category,weather_severity,temp_speed_restr,worksite_severity,delay_next_min,high_delay_risk
SEC002,double,True,4.9,1118.0,0.3,straight,110,70,MACL,7,8,0.66,False,2025-12-05 04:10:29,2025-12-05 08:22:28,Train_29791,MEMU,5,696.0,23.4,dual,slow,standard,DHNE,RC,non_stop,2025-12-05 20:00:27,2025-12-05 20:05:35,2025-12-05 20:02:11,2025-12-05 20:12:29,14.33,6.7,8.95,4.2,19.7,2,False,True,up,False,5,7.2,24.5,2,0.45,False,none,rain,0.67,False,low,34.7,True
SEC001,double,True,8.3,711.0,-13.3,straight,90,0,automatic,7,9,0.82,False,2025-12-05 04:40:18,2025-12-05 09:22:28,Train_77041,freight,2,720.0,18.2,dual,fast,standard,NDLS,MUE,non_stop,2025-12-05 16:14:02,2025-12-05 16:16:33,2025-12-05 16:23:41,2025-12-05 16:16:59,10.07,7.0,7.82,8.0,15.5,0,False,False,down,False,5,16.5,24.1,2,0.56,True,point_failure,rain,0.62,False,high,37.8,True
SEC001,double,False,8.4,862.0,-2.2,mild,110,30,MACL,5,17,0.87,False,2025-12-05 01:36:10,2025-12-05 06:59:59,Train_74092,express,3,459.0,24.4,electric,fast,standard,SC,HYB,all_stops,2025-12-05 13:47:05,2025-12-05 13:55:49,2025-12-05 13:53:35,2025-12-05 14:15:49,11.39,2.7,4.75,7.4,13.1,4,False,False,up,False,3,6.3,7.3,2,0.52,False,none,fog,0.71,True,none,36.0,True
SEC004,single,True,4.8,631.0,-7.4,mild,110,50,automatic,3,14,0.68,False,2025-12-05 02:28:38,2025-12-05 07:53:18,Train_38565,express,2,573.0,22.9,electric,medium,advanced,DHNE,HYB,all_stops,2025-12-05 11:23:59,2025-12-05 11:37:18,2025-12-05 11:27:15,2025-12-05 11:55:38,10.32,6.2,5.58,4.3,11.4,6,False,False,down,False,0,16.7,24.4,0,0.94,False,none,rain,0.18,False,low,28.3,True
SEC003,single,True,8.3,508.0,-8.6,straight,90,50,automatic,7,12,0.44,False,2025-12-05 05:29:44,2025-12-05 10:27:06,Train_35115,express,4,632.0,23.8,electric,fast,standard,DHNE,RC,all_stops,2025-12-05 15:30:37,2025-12-05 15:39:57,2025-12-05 15:41:50,2025-12-05 15:54:54,8.3,6.8,5.99,7.2,15.2,6,False,False,up,False,2,14.5,24.1,4,0.23,False,none,clear,0.41,False,low,20.7,True
SEC005,single,True,4.6,798.0,-7.1,straight,110,30,absolute,5,23,0.88,False,2025-12-05 03:16:27,2025-12-05 06:46:30,Train_41343,express,2,425.0,22.6,electric,slow,advanced,NDLS,BCT,all_stops,2025-12-05 10:15:07,2025-12-05 10:17:30,2025-12-05 10:18:07,2025-12-05 10:27:37,0.96,6.8,8.03,2.2,9.4,2,False,True,up,False,1,14.2,22.6,1,0.32,False,none,rain,0.6,False,none,19.7,True
SEC001,single,True,7.7,869.0,-11.8,straight,110,0,absolute,10,11,0.78,False,2025-12-05 01:41:36,2025-12-05 05:20:17,Train_68678,express,2,417.0,23.2,electric,medium,standard,KZJ,HYB,all_stops,2025-12-05 20:34:03,2025-12-05 20:36:12,2025-12-05 20:45:51,2025-12-05 20:47:14,16.53,10.5,10.32,7.8,20.0,4,False,True,down,True,6,7.7,11.5,3,0.5,False,none,clear,0.38,False,low,30.3,True
SEC005,single,True,4.2,1035.0,-12.7,mild,130,0,MACL,10,17,0.82,False,2025-12-05 04:15:04,2025-12-05 09:41:41,Train_52998,passenger,4,815.0,19.9,electric,medium,advanced,KZJ,RC,all_stops,2025-12-05 15:33:22,2025-12-05 15:37:32,2025-12-05 15:38:50,2025-12-05 15:46:32,-0.88,11.1,11.27,7.7,14.8,0,False,False,down,False,2,12.6,24.5,0,0.86,False,none,rain,0.5,False,low,35.7,True
SEC001,single,True,7.5,814.0,2.9,straight,60,0,automatic,5,22,0.78,False,2025-12-05 01:54:08,2025-12-05 05:20:22,Train_23674,MEMU,2,534.0,18.7,dual,fast,advanced,NDLS,BCT,all_stops,2025-12-05 06:41:31,2025-12-05 06:47:02,2025-12-05 06:46:48,2025-12-05 07:07:19,15.33,6.6,8.21,6.9,6.4,1,False,False,up,True,0,5.7,18.7,0,0.53,False,none,clear,0.5,False,none,32.3,True
SEC002,single,True,4.9,695.0,13.4,straight,110,50,automatic,5,22,0.74,False,2025-12-05 01:57:30,2025-12-05 05:26:01,Train_79568,passenger,2,674.0,20.9,electric,fast,standard,NDLS,MAS,all_stops,2025-12-05 09:43:16,2025-12-05 09:56:26,2025-12-05 09:45:17,2025-12-05 09:56:31,14.51,10.6,10.98,7.4,8.9,2,False,True,down,False,1,3.2,4.6,3,0.29,False,none,clear,0.25,False,none,20.9,True
SEC001,single,True,4.1,923.0,9.1,mild,130,0,absolute,7,22,0.41,True,2025-12-05 04:21:23,2025-12-05 09:02:06,Train_25284,passenger,4,570.0,19.7,electric,fast,standard,SC,HYB,limited_stops,2025-12-05 19:49:01,2025-12-05 20:00:23,2025-12-05 19:58:17,2025-12-05 20:06:08,16.09,7.5,8.43,7.6,19.8,0,False,True,up,False,3,15.7,21.2,1,0.34,True,track_defect,rain,0.41,False,none,27.0,True
SEC004,double,True,8.1,767.0,10.0,straight,60,0,automatic,7,16,0.83,False,2025-12-05 02:43:21,2025-12-05 06:27:36,Train_13435,MEMU,3,710.0,23.0,electric,slow,standard,DHNE,MUE,non_stop,2025-12-05 12:51:55,2025-12-05 13:00:11,2025-12-05 12:56:18,2025-12-05 13:18:57,-1.49,3.2,2.72,6.9,12.7,5,False,False,up,True,4,17.1,12.2,3,0.94,False,none,clear,0.27,False,low,30.8,True
SEC003,single,True,4.2,663.0,7.1,straight,90,70,MACL,7,22,0.88,False,2025-12-05 01:11:39,2025-12-05 03:43:39,Train_17278,passenger,3,537.0,18.7,diesel,medium,standard,BPQ,MUE,non_stop,2025-12-05 17:23:24,2025-12-05 17:33:33,2025-12-05 17:26:37,2025-12-05 17:47:11,4.4,6.8,7.35,3.3,16.7,2,False,False,up,False,1,6.8,11.6,2,0.51,False,none,fog,0.24,False,none,19.8,True
SEC002,double,False,8.5,1137.0,13.7,mild,60,0,automatic,5,23,0.78,False,2025-12-05 03:08:36,2025-12-05 08:27:54,Train_98147,freight,2,745.0,24.3,diesel,medium,advanced,NDLS,RC,limited_stops,2025-12-05 09:24:49,2025-12-05 09:36:21,2025-12-05 09:40:31,2025-12-05 09:55:51,11.59,4.2,3.33,4.7,9.4,0,False,True,up,False,4,5.0,8.9,0,0.91,False,none,clear,0.46,False,none,34.1,True
SEC001,double,True,3.6,876.0,13.5,mild,90,0,automatic,10,21,0.42,False,2025-12-05 04:04:37,2025-12-05 09:22:48,Train_39461,express,4,840.0,22.9,diesel,medium,standard,KZJ,BCT,limited_stops,2025-12-05 12:06:12,2025-12-05 12:14:02,2025-12-05 12:18:49,2025-12-05 12:31:08,14.28,10.9,10.43,5.2,11.8,2,False,False,up,False,4,10.2,8.3,0,0.66,False,none,rain,0.7,False,low,31.6,True
SEC005,double,True,3.1,640.0,8.3,straight,110,70,MACL,7,9,0.61,False,2025-12-05 02:43:04,2025-12-05 07:00:33,Train_47535,MEMU,3,561.0,18.5,electric,medium,advanced,KZJ,MAS,limited_stops,2025-12-05 18:28:10,2025-12-05 18:39:26,2025-12-05 18:46:38,2025-12-05 18:48:39,20.07,11.5,12.61,7.3,17.6,6,False,True,up,False,7,8.9,22.5,0,0.92,False,none,rain,0.76,False,none,50.0,True
SEC002,double,True,7.8,970.0,6.5,straight,90,0,automatic,5,23,0.68,False,2025-12-05 04:13:44,2025-12-05 08:56:00,Train_40834,express,3,552.0,18.5,electric,fast,standard,SC,MUE,limited_stops,2025-12-05 08:12:18,2025-12-05 08:16:31,2025-12-05 08:16:59,2025-12-05 08:17:56,6.26,9.0,9.5,5.0,8.0,0,False,True,down,False,7,4.3,4.1,1,0.62,False,none,clear,0.23,False,low,29.0,True
SEC002,single,True,6.2,1062.0,-5.8,straight,110,0,MACL,10,8,0.86,False,2025-12-05 05:09:53,2025-12-05 11:09:21,Train_52914,MEMU,3,482.0,20.5,electric,fast,advanced,DHNE,HYB,non_stop,2025-12-05 21:26:49,2025-12-05 21:35:18,2025-12-05 21:41:14,2025-12-05 21:52:27,14.19,7.4,8.08,6.7,20.7,0,False,False,up,False,5,12.0,11.4,1,0.36,False,none,rain,0.0,False,low,20.8,True
SEC001,double,True,5.3,1031.0,-12.3,sharp,130,30,MACL,10,14,0.61,False,2025-12-05 02:02:38,2025-12-05 07:11:46,Train_24055,MEMU,2,524.0,23.2,electric,medium,standard,BPQ,MUE,all_stops,2025-12-05 20:42:42,2025-12-05 20:49:21,2025-12-05 21:00:02,2025-12-05 21:02:55,19.26,8.9,10.67,5.1,20.3,6,False,False,up,True,0,13.1,4.0,0,0.2,False,none,clear,0.05,False,none,14.6,False
SEC002,double,True,3.5,920.0,-12.2,straight,60,70,automatic,5,15,0.9,False,2025-12-05 01:34:22,2025-12-05 06:03:55,Train_67863,express,3,887.0,24.1,diesel,fast,standard,BPQ,BCT,limited_stops,2025-12-05 19:52:35,2025-12-05 20:05:35,2025-12-05 20:00:10,2025-12-05 20:09:25,0.89,10.2,12.16,2.1,19.3,4,False,True,up,False,5,6.9,5.8,4,0.42,False,none,fog,0.33,False,low,25.7,True
SEC005,double,True,6.2,864.0,7.1,straight,110,0,absolute,3,21,0.71,False,2025-12-05 04:23:31,2025-12-05 07:39:47,Train_73428,freight,1,613.0,21.1,electric,slow,standard,KZJ,RC,limited_stops,2025-12-05 12:48:01,2025-12-05 12:56:04,2025-12-05 13:03:01,2025-12-05 13:20:50,5.73,6.1,7.33,6.9,12.3,1,False,False,down,False,4,16.9,17.3,4,0.7,False,none,rain,0.3,False,none,35.6,True
SEC002,single,True,5.2,1044.0,-14.1,mild,60,70,automatic,10,9,0.57,False,2025-12-05 03:21:51,2025-12-05 06:50:25,Train_24245,MEMU,2,789.0,20.9,diesel,slow,standard,SC,BCT,non_stop,2025-12-05 15:30:58,2025-12-05 15:36:51,2025-12-05 15:37:34,2025-12-05 15:39:29,1.28,3.8,3.94,4.4,15.3,3,False,False,up,False,7,8.2,18.7,1,0.36,False,none,rain,0.88,False,none,29.1,True
SEC005,single,True,5.7,996.0,9.5,straight,110,0,MACL,10,18,0.54,False,2025-12-05 02:17:00,2025-12-05 04:38:48,Train_73534,passenger,3,733.0,24.1,electric,medium,standard,DHNE,HYB,all_stops,2025-12-05 16:59:08,2025-12-05 17:07:51,2025-12-05 17:07:33,2025-12-05 17:14:18,12.6,7.3,10.11,4.6,16.2,6,False,False,up,False,2,3.7,15.4,3,0.94,False,none,fog,0.61,True,none,33.3,True
SEC001,single,True,6.5,900.0,-4.0,straight,90,0,MACL,5,21,0.43,False,2025-12-05 04:09:36,2025-12-05 08:59:47,Train_20070,MEMU,3,868.0,20.3,electric,slow,advanced,KZJ,RC,limited_stops,2025-12-05 21:25:56,2025-12-05 21:36:42,2025-12-05 21:37:04,2025-12-05 21:49:41,11.47,11.7,12.87,2.8,20.7,6,False,False,up,False,4,10.6,24.2,0,0.94,False,none,fog,0.5,False,low,35.8,True
SEC003,double,True,6.5,960.0,-9.2,straight,110,0,MACL,3,9,0.9,False,2025-12-05 03:44:28,2025-12-05 07:30:38,Train_93665,freight,4,842.0,24.9,electric,medium,standard,SC,HYB,all_stops,2025-12-05 07:22:57,2025-12-05 07:35:56,2025-12-05 07:28:57,2025-12-05 07:47:14,12.58,8.8,7.97,3.4,6.7,0,False,False,up,False,0,16.7,16.7,0,0.94,False,none,clear,0.73,True,low,44.6,True
SEC002,double,True,8.3,618.0,-2.8,mild,130,30,MACL,3,9,0.7,False,2025-12-05 02:23:44,2025-12-05 07:45:47,Train_84589,passenger,2,634.0,23.5,diesel,fast,advanced,KZJ,HYB,limited_stops,2025-12-05 21:34:54,2025-12-05 21:44:05,2025-12-05 21:50:15,2025-12-05 21:51:14,22.88,4.5,5.78,5.1,21.2,1,False,False,down,False,2,18.1,7.4,1,0.72,False,none,clear,0.78,False,none,40.1,True
SEC003,single,True,6.6,514.0,6.1,mild,90,50,MACL,7,16,0.52,True,2025-12-05 03:03:24,2025-12-05 07:17:47,Train_27808,passenger,2,526.0,22.9,electric,medium,standard,KZJ,HYB,non_stop,2025-12-05 19:27:34,2025-12-05 19:40:45,2025-12-05 19:29:26,2025-12-05 19:53:46,9.66,7.6,7.04,3.2,19.3,4,False,True,down,False,3,5.7,16.9,3,0.27,True,signal_failure,clear,0.44,False,none,17.9,True
SEC005,double,True,4.9,1152.0,-6.7,mild,130,0,MACL,7,12,0.48,False,2025-12-05 01:45:41,2025-12-05 05:07:24,Train_81243,express,3,781.0,23.5,electric,medium,standard,NDLS,HYB,non_stop,2025-12-05 19:35:22,2025-12-05 19:50:02,2025-12-05 19:54:01,2025-12-05 19:57:20,-1.73,4.1,5.41,6.2,19.2,0,False,True,down,True,3,15.3,17.9,3,0.35,True,track_defect,clear,0.51,False,none,20.5,True
SEC002,double,True,4.8,1155.0,-9.8,straight,110,50,absolute,10,18,0.4,False,2025-12-05 05:45:26,2025-12-05 09:02:22,Train_87740,passenger,3,558.0,20.6,dual,fast,standard,BPQ,MAS,limited_stops,2025-12-05 13:44:41,2025-12-05 13:54:49,2025-12-05 13:55:41,2025-12-05 13:59:41,9.1,3.5,3.59,2.2,13.2,4,False,False,up,False,0,18.9,16.3,4,0.7,False,none,clear,0.21,False,none,24.5,True
SEC004,double,True,5.6,1052.0,7.1,straight,60,70,MACL,5,18,0.66,False,2025-12-05 01:04:24,2025-12-05 05:18:54,Train_59216,express,3,799.0,23.4,electric,medium,advanced,DHNE,RC,non_stop,2025-12-05 20:50:30,2025-12-05 21:04:13,2025-12-05 20:58:47,2025-12-05 21:28:09,23.56,10.6,12.12,6.3,20.1,3,False,False,up,False,5,18.5,10.3,3,0.56,False,none,fog,0.39,True,none,30.6,True
SEC003,double,True,4.4,761.0,11.4,straight,90,0,MACL,7,20,0.57,False,2025-12-05 01:55:07,2025-12-05 04:25:13,Train_73009,freight,2,581.0,20.8,diesel,medium,standard,NDLS,BCT,all_stops,2025-12-05 18:06:11,2025-12-05 18:17:04,2025-12-05 18:11:24,2025-12-05 18:22:38,23.26,5.8,5.66,5.8,17.6,3,False,True,down,False,1,5.4,22.3,4,0.36,False,none,clear,0.71,False,none,33.2,True
SEC002,double,True,5.1,606.0,2.6,mild,90,50,MACL,3,10,0.58,False,2025-12-05 03:12:59,2025-12-05 07:23:57,Train_98232,MEMU,1,699.0,20.1,electric,fast,standard,BPQ,MUE,all_stops,2025-12-05 10:44:55,2025-12-05 10:57:56,2025-12-05 10:50:45,2025-12-05 11:05:16,19.15,11.8,14.48,7.0,10.3,6,False,False,down,False,4,7.5,19.5,0,0.74,False,none,rain,0.02,False,none,26.1,True
SEC003,single,True,7.6,750.0,0.7,straight,90,50,absolute,5,11,0.44,False,2025-12-05 01:08:08,2025-12-05 05:55:25,Train_96745,MEMU,3,549.0,24.3,electric,medium,standard,NDLS,MUE,all_stops,2025-12-05 21:43:49,2025-12-05 21:55:19,2025-12-05 21:59:26,2025-12-05 21:56:21,12.89,10.4,11.54,6.3,21.7,1,False,False,down,False,4,4.2,19.8,1,0.45,True,none,clear,0.37,False,none,18.6,True
SEC002,double,True,7.7,1008.0,7.6,straight,110,50,absolute,3,13,0.93,False,2025-12-05 03:56:35,2025-12-05 07:07:19,Train_84655,MEMU,2,506.0,24.8,electric,slow,standard,BPQ,BCT,limited_stops,2025-12-05 11:21:16,2025-12-05 11:26:07,2025-12-05 11:36:16,2025-12-05 11:27:32,1.68,10.4,10.63,3.4,10.8,6,False,False,up,False,2,10.1,10.6,4,0.76,False,none,clear,0.28,False,low,21.9,True
SEC001,single,True,6.5,735.0,7.0,straight,90,0,automatic,7,11,0.76,False,2025-12-05 05:44:12,2025-12-05 08:08:12,Train_33356,MEMU,5,495.0,19.3,electric,slow,standard,SC,MUE,non_stop,2025-12-05 16:54:28,2025-12-05 17:09:21,2025-12-05 16:56:07,2025-12-05 17:10:46,10.41,2.5,4.09,5.1,16.9,3,False,False,down,False,3,10.2,7.7,0,0.77,False,none,clear,0.66,False,none,30.0,True
SEC003,double,True,6.2,1057.0,-14.8,straight,90,0,absolute,10,21,0.6,False,2025-12-05 01:37:30,2025-12-05 06:39:50,Train_86469,express,3,431.0,18.2,diesel,medium,standard,BPQ,MAS,all_stops,2025-12-05 10:29:38,2025-12-05 10:36:06,2025-12-05 10:30:18,2025-12-05 10:49:20,23.09,5.7,8.37,4.6,10.4,3,False,False,down,True,4,10.3,9.5,4,0.36,False,none,clear,0.65,False,none,32.7,True
SEC004,double,False,5.3,971.0,-6.5,straight,60,50,absolute,5,17,0.59,False,2025-12-05 05:14:30,2025-12-05 08:36:17,Train_22420,express,2,569.0,22.1,electric,fast,standard,BPQ,BCT,limited_stops,2025-12-05 19:57:28,2025-12-05 20:01:32,2025-12-05 20:06:33,2025-12-05 20:22:28,3.99,10.3,10.39,4.2,20.0,1,False,True,up,False,3,17.9,11.8,4,0.44,True,track_defect,clear,0.16,False,none,17.2,True
SEC004,double,True,6.5,941.0,13.0,sharp,110,0,MACL,7,19,0.65,False,2025-12-05 01:51:21,2025-12-05 04:38:27,Train_70575,express,2,711.0,24.9,diesel,medium,standard,DHNE,HYB,non_stop,2025-12-05 12:35:25,2025-12-05 12:45:05,2025-12-05 12:49:34,2025-12-05 12:53:07,14.96,11.9,13.77,4.1,12.4,3,False,False,up,False,5,17.1,7.6,0,0.31,False,none,clear,0.49,False,none,26.4,True
SEC005,double,True,7.4,1151.0,13.8,straight,60,0,absolute,7,13,0.7,False,2025-12-05 05:31:38,2025-12-05 10:09:05,Train_71306,MEMU,1,516.0,22.5,electric,medium,advanced,BPQ,HYB,limited_stops,2025-12-05 08:18:45,2025-12-05 08:24:07,2025-12-05 08:37:22,2025-12-05 08:25:45,12.72,5.3,6.31,3.3,7.9,5,False,True,up,False,1,5.9,3.0,0,0.5,False,none,rain,0.25,False,none,26.2,True
SEC002,single,True,7.1,1125.0,0.3,straight,110,0,MACL,10,14,0.7,False,2025-12-05 02:40:51,2025-12-05 04:57:23,Train_94097,MEMU,1,507.0,18.8,dual,medium,advanced,KZJ,RC,limited_stops,2025-12-05 07:18:17,2025-12-05 07:26:33,2025-12-05 07:31:04,2025-12-05 07:32:01,7.12,3.9,3.4,4.7,6.9,4,False,False,down,False,4,3.8,15.6,3,0.63,False,none,clear,0.29,False,none,27.8,True
SEC003,single,True,3.2,998.0,1.8,straight,110,30,MACL,7,15,0.68,False,2025-12-05 03:13:21,2025-12-05 05:59:15,Train_83623,express,2,641.0,24.9,electric,medium,standard,NDLS,RC,all_stops,2025-12-05 09:57:18,2025-12-05 10:02:23,2025-12-05 10:13:18,2025-12-05 10:21:00,3.45,10.8,10.9,6.0,9.4,4,False,True,down,False,1,10.1,8.4,0,0.4,False,none,clear,0.81,False,low,30.6,True
SEC005,double,True,7.0,639.0,-15.0,straight,90,0,automatic,7,20,0.81,False,2025-12-05 05:53:08,2025-12-05 08:28:45,Train_44949,express,3,686.0,21.2,electric,medium,standard,DHNE,HYB,limited_stops,2025-12-05 19:46:45,2025-12-05 19:57:54,2025-12-05 20:03:27,2025-12-05 20:20:21,2.11,5.7,8.35,3.5,19.6,3,False,True,up,False,2,3.5,13.9,3,0.68,False,none,clear,0.64,False,none,31.4,True
SEC003,single,True,7.0,1157.0,5.2,sharp,60,50,absolute,5,21,0.67,False,2025-12-05 05:50:15,2025-12-05 08:43:34,Train_30170,express,3,436.0,23.6,diesel,medium,standard,KZJ,BCT,limited_stops,2025-12-05 08:40:32,2025-12-05 08:45:14,2025-12-05 08:56:16,2025-12-05 09:09:04,13.64,7.9,8.86,5.2,8.3,2,False,True,up,False,0,6.1,8.8,2,0.79,False,none,clear,0.04,False,none,21.0,True
SEC002,double,True,3.5,659.0,-8.6,straight,60,0,MACL,5,14,0.89,False,2025-12-05 05:27:13,2025-12-05 11:11:28,Train_65407,express,2,756.0,23.4,electric,medium,standard,SC,BCT,limited_stops,2025-12-05 06:17:44,2025-12-05 06:21:30,2025-12-05 06:25:17,2025-12-05 06:44:32,13.17,6.6,7.42,2.6,6.0,6,False,False,down,False,2,12.5,23.5,2,0.27,False,none,clear,0.27,True,none,27.0,True
SEC004,single,True,3.8,761.0,-11.2,mild,90,0,MACL,7,13,0.44,True,2025-12-05 03:32:33,2025-12-05 05:33:33,Train_71492,MEMU,3,418.0,20.2,electric,fast,standard,SC,RC,all_stops,2025-12-05 10:20:36,2025-12-05 10:26:56,2025-12-05 10:28:31,2025-12-05 10:40:50,2.14,7.3,8.13,6.9,9.4,2,False,True,up,False,5,11.8,14.6,1,0.53,True,signal_failure,clear,0.08,False,none,13.1,False
SEC001,single,True,7.3,1079.0,-5.9,mild,90,0,MACL,3,20,0.73,False,2025-12-05 04:02:34,2025-12-05 08:34:13,Train_28772,MEMU,1,453.0,21.4,electric,medium,standard,NDLS,BCT,limited_stops,2025-12-05 19:27:51,2025-12-05 19:42:42,2025-12-05 19:40:13,2025-12-05 19:49:41,4.16,3.3,4.69,4.3,19.1,2,False,True,up,True,1,11.6,22.7,2,0.79,False,none,clear,0.33,False,low,31.6,True
SEC004,single,True,6.1,646.0,4.9,straight,110,0,absolute,5,14,0.81,False,2025-12-05 03:05:58,2025-12-05 07:28:08,Train_59044,MEMU,2,400.0,21.7,electric,medium,standard,KZJ,MAS,all_stops,2025-12-05 22:22:10,2025-12-05 22:34:30,2025-12-05 22:30:49,2025-12-05 22:47:58,23.84,6.4,7.73,6.3,21.8,3,False,False,down,False,2,14.4,11.1,4,0.44,False,none,clear,0.69,False,none,31.9,True
SEC005,double,True,7.5,947.0,-1.9,straight,60,0,automatic,7,22,0.44,False,2025-12-05 03:40:54,2025-12-05 09:06:32,Train_97285,express,4,433.0,22.4,electric,fast,standard,NDLS,MUE,non_stop,2025-12-05 11:08:35,2025-12-05 11:12:21,2025-12-05 11:17:55,2025-12-05 11:35:46,24.94,9.8,12.57,7.7,10.5,5,False,False,up,False,1,18.4,17.0,2,0.68,False,none,clear,0.07,True,none,24.6,True
SEC001,double,True,4.0,820.0,-4.5,straight,110,0,absolute,5,22,0.62,False,2025-12-05 03:48:34,2025-12-05 07:29:34,Train_10708,express,3,516.0,18.6,electric,fast,standard,SC,RC,non_stop,2025-12-05 11:11:08,2025-12-05 11:18:39,2025-12-05 11:27:09,2025-12-05 11:42:00,20.61,8.2,7.84,2.3,10.7,5,True,False,down,False,2,10.5,12.8,2,0.75,False,none,fog,0.15,False,none,28.6,True
SEC005,single,True,3.2,937.0,6.8,straight,110,0,MACL,10,15,0.77,False,2025-12-05 01:50:13,2025-12-05 05:49:23,Train_39554,MEMU,1,588.0,19.9,electric,slow,standard,KZJ,HYB,limited_stops,2025-12-05 12:08:28,2025-12-05 12:10:28,2025-12-05 12:19:59,2025-12-05 12:22:27,14.48,10.7,10.77,6.6,11.8,1,False,False,down,False,5,3.2,24.2,4,0.47,False,none,clear,0.57,False,none,32.6,True
SEC002,single,True,3.9,1171.0,9.4,straight,110,30,automatic,7,21,0.84,False,2025-12-05 03:54:54,2025-12-05 07:54:57,Train_86408,express,3,708.0,18.2,electric,fast,standard,SC,MAS,limited_stops,2025-12-05 09:01:26,2025-12-05 09:13:36,2025-12-05 09:20:12,2025-12-05 09:28:15,10.4,2.5,1.95,3.3,8.9,5,False,True,down,True,1,7.8,16.2,1,0.6,False,none,fog,0.24,False,low,27.1,True
SEC001,double,True,5.5,1066.0,11.1,straight,130,0,absolute,10,9,0.88,False,2025-12-05 02:56:51,2025-12-05 07:44:23,Train_61420,passenger,1,888.0,19.4,diesel,fast,advanced,NDLS,MUE,limited_stops,2025-12-05 16:48:09,2025-12-05 16:56:07,2025-12-05 16:57:49,2025-12-05 17:00:43,11.84,10.6,11.6,5.6,16.4,6,False,False,down,False,6,11.1,4.0,1,0.31,False,none,clear,0.68,True,low,33.0,True
SEC005,single,True,5.9,707.0,-1.7,sharp,130,70,automatic,7,23,0.57,False,2025-12-05 01:43:19,2025-12-05 06:46:37,Train_43419,express,5,664.0,20.8,electric,fast,standard,NDLS,RC,non_stop,2025-12-05 10:18:47,2025-12-05 10:22:31,2025-12-05 10:18:55,2025-12-05 10:39:41,20.35,10.4,11.21,4.5,9.9,0,False,True,down,False,0,9.1,19.4,4,0.8,False,none,clear,0.28,False,none,29.0,True
SEC002,double,True,7.7,540.0,6.5,straight,110,0,MACL,3,16,0.71,False,2025-12-05 02:56:32,2025-12-05 08:35:18,Train_53718,MEMU,3,805.0,20.5,electric,slow,advanced,NDLS,RC,non_stop,2025-12-05 11:02:08,2025-12-05 11:15:48,2025-12-05 11:08:59,2025-12-05 11:36:57,5.24,8.2,9.18,2.3,10.3,1,False,False,up,False,4,19.5,21.7,2,0.23,False,none,clear,0.71,False,none,23.8,True
SEC004,double,True,6.9,1177.0,11.6,straight,110,50,automatic,3,14,0.42,False,2025-12-05 01:12:13,2025-12-05 04:02:02,Train_90575,MEMU,3,642.0,19.4,electric,fast,standard,BPQ,RC,non_stop,2025-12-05 20:17:26,2025-12-05 20:25:36,2025-12-05 20:26:29,2025-12-05 20:46:46,2.6,6.9,8.35,4.7,19.6,3,False,True,up,False,4,7.4,11.1,2,0.92,False,none,clear,0.52,False,none,33.3,True
SEC002,double,True,8.4,910.0,12.3,mild,110,70,automatic,5,16,0.55,True,2025-12-05 05:57:58,2025-12-05 10:54:56,Train_96854,express,1,794.0,23.9,electric,fast,standard,SC,HYB,non_stop,2025-12-05 07:11:51,2025-12-05 07:15:03,2025-12-05 07:15:55,2025-12-05 07:34:13,10.8,8.3,7.36,6.6,7.0,3,False,True,down,True,3,20.0,11.7,2,0.77,False,none,fog,0.73,False,none,35.4,True
SEC003,double,False,3.4,621.0,-0.2,straight,110,0,absolute,5,8,0.61,False,2025-12-05 02:01:42,2025-12-05 05:18:23,Train_83809,freight,2,742.0,18.2,diesel,medium,standard,SC,RC,non_stop,2025-12-05 13:42:01,2025-12-05 13:44:14,2025-12-05 13:44:50,2025-12-05 13:47:28,9.52,4.9,4.28,5.8,13.5,5,False,False,up,True,2,6.9,19.1,4,0.61,False,none,clear,0.11,False,none,23.5,True
SEC002,double,True,3.7,939.0,-4.3,straight,60,0,MACL,3,13,0.56,False,2025-12-05 05:08:36,2025-12-05 10:19:03,Train_66401,MEMU,3,695.0,23.3,electric,medium,advanced,BPQ,MAS,non_stop,2025-12-05 18:17:42,2025-12-05 18:24:50,2025-12-05 18:37:03,2025-12-05 18:26:03,11.7,2.6,2.67,2.7,17.8,0,True,True,down,False,0,7.9,21.1,2,0.36,False,none,clear,0.67,False,none,30.8,True
SEC002,double,True,3.5,530.0,12.0,straight,130,70,absolute,10,23,0.84,False,2025-12-05 01:31:16,2025-12-05 06:10:41,Train_67954,passenger,3,620.0,19.4,electric,fast,standard,SC,MAS,non_stop,2025-12-05 21:16:01,2025-12-05 21:21:08,2025-12-05 21:33:11,2025-12-05 21:24:57,11.07,3.8,4.44,2.6,21.2,0,False,False,down,False,2,7.6,15.9,3,0.32,False,none,clear,0.62,False,none,30.3,True
